name,slug,description,assets,facets,optionGroups,optionValues,sku,price,taxCategory,stockOnHand,trackInventory,variantAssets,variantFacets,product:brand,product:warranty,product:eanCode,product:quote,product:quoteOwner,product:boardCategory,product:terrain,product:camberProfile,product:profile,product:baseProfile,product:rider,product:taperProfile,product:bindingSize,product:bindingMount,product:edges,product:sidewall,product:core,product:layup1,product:layup2,product:layup3,product:boardbase,variant:descriptionTab1Label,variant:descriptionTab1Visible,variant:descriptionTab1Content,variant:shortdescription,variant:optionTab1Label,variant:optionTab1Visible,variant:optionTab1Bar1Name,variant:optionTab1Bar1Visible,variant:optionTab1Bar1Min,variant:optionTab1Bar1Max,variant:optionTab1Bar1MinLabel,variant:optionTab1Bar1MaxLabel,variant:optionTab1Bar1Rating,variant:optionTab1Bar2Name,variant:optionTab1Bar2Visible,variant:optionTab1Bar2Min,variant:optionTab1Bar2Max,variant:optionTab1Bar2MinLabel,variant:optionTab1Bar2MaxLabel,variant:optionTab1Bar2Rating,variant:optionTab2Label,variant:optionTab2Visible,variant:optionTab2Bar1Name,variant:optionTab2Bar1Visible,variant:optionTab2Bar1MinLabel,variant:optionTab2Bar1MaxLabel,variant:optionTab2Bar1Rating,variant:optionTab2Bar2Name,variant:optionTab2Bar2Visible,variant:optionTab2Bar2MinLabel,variant:optionTab2Bar2MaxLabel,variant:optionTab2Bar2Rating,variant:optionTab2Bar3Name,variant:optionTab2Bar3Visible,variant:optionTab2Bar3MinLabel,variant:optionTab2Bar3MaxLabel,variant:optionTab2Bar3Rating,variant:noseWidth,variant:waistWidth,variant:tailWidth,variant:taper,variant:boardWidth,variant:bootLengthMax,variant:effectiveEdge,variant:averageSidecutRadius,variant:setback,variant:stanceMin,variant:stanceMax,variant:weightKg,variant:bindingSizeVariant,variant:riderLengthMin,variant:riderLengthMax,variant:riderWeightMin,variant:riderWeightMax,variant:frontPhoto,variant:backPhoto
,,,,,,140,SN-BRD-K2-specialeffects-140-uni-2425,650.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,60.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,60.0,Resort,True,,,10.0,31.3,26.8,29.3,2.0,"wide(+25,5cm)",31.8,99.0,"6,2",,,,,Med-large,,,,,k2/special effects/k2-specialeffects-2425-top.png,k2/special effects/k2-specialeffects-2425-base.png
TREE SPLITTER,k2-snowboard-treesplitter,,k2/tree splitter/k2-treesplitter-2425-top-base.png|k2/tree splitter/k2-treesplitter-2425-detail1.png|k2/tree splitter/k2-treesplitter-2425-detail2.png|k2/tree splitter/k2-treesplitter-2425-detail3.png|k2/tree splitter/k2-treesplitter-2425-detail4.png|k2/tree splitter/k2-treesplitter-2425-detail5.png|k2/tree splitter/k2-treesplitter-2425-profile1.png|k2/tree splitter/k2-treesplitter-2425-profile2.png,"Collection:2024/2025|Sport:snowboarding|Product:snowboard|Brand:K2|Board type:snowsurf|terrain:powder|Board length(cm):136|Boardwidth:wide(+25,5cm)|Board profile:directional|Camber profile: rocker|Base profile:flat base|Taperprofile:tapered|Rider:Uni|Rider level:expert|boot length-max(cm):32,1|Bindingsize:Med-large|Warranty(yr):2",length(cm),136,SN-BRD-K2-treesplitter-136-uni-2425,230.0,Standard,999999,True,,,K2,2,196222981415.0,,,snowsurf,powder,rocker,directional,flat base,Uni,tapered,Bindingsize:Med-large,,,,Birch,Bi-axial glass,Bi-axial glass,Bi-axial glass,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,100.0,All Mountain,False,,,,Resort,True,,,10.0,31.1,27.1,29.0,2.1000000000000014,"wide(+25,5cm)",32.1,,9,,,,,Med-large,,,,,k2/tree splitter/k2-treesplitter-2425-top.png,k2/tree splitter/k2-treesplitter-2425-base.png
,,,,,,120,SN-BRD-K2-treesplitter-120-uni-2425,230.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,100.0,All Mountain,False,,,,Resort,True,,,10.0,29.0,24.2,29.0,0.0,"narrow(-24,2cm)",29.2,,9,,,,,Sm-med,,,,,k2/tree splitter/k2-treesplitter-2425-top.png,k2/tree splitter/k2-treesplitter-2425-base.png
Bullet train plus,koruashapes-snowboard-bullettrainplus,,korua shapes/bullet train plus/koruashapes-bullettrainplus-2425-top-base.png|korua shapes/bullet train plus/koruashapes-bullettrainplus-2425-detail1.png|korua shapes/bullet train plus/koruashapes-bullettrainplus-2425-detail2.png|korua shapes/bullet train plus/koruashapes-bullettrainplus-2425-detail3.png|korua shapes/bullet train plus/koruashapes-bullettrainplus-2425-detail4.png|korua shapes/bullet train plus/koruashapes-bullettrainplus-2425-detail5.png|korua shapes/bullet train plus/koruashapes-bullettrainplus-2425-profile1.png|korua shapes/bullet train plus/koruashapes-bullettrainplus-2425-profile2.png,"Collection:2024/2025|Sport:snowboarding|Product:snowboard|Brand:Koruashapes|Board type:snowboard|terrain:all mountain|Board length(cm):160|Boardwidth:wide(+25,5cm)|Board profile:directional|Camber profile: camber|Base profile:flat base|Taperprofile:tapered|Rider:Uni|Rider level:expert|Rider length-max(cm):190|Riderweight-max(kg):95+|boot length-max(cm):31,9|Bindingsize:Med-large|Bindingmount:4x2|sustainability: sustainable|Sustainability:B-corp|Sustainability:1% for the planet|Warranty(yr):2",length(cm),160,SN-BRD-Koruashapes-bullettrainplus-160-uni-2425,749.0,Standard,999999,True,,,Korua shapes,2,,,,snowboard,all mountain,camber,directional,flat base,Uni,tapered,Bindingsize:Med-large,4x2,,Sidewall,Paulownia,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,90.0,Difficulty flex rating,True,10,100,Soft,Stiff,90.0,Terrain,True,Powder,True,,,60.0,All Mountain,True,,,70.0,Resort,True,,,60.0,32.1,26.9,29.9,2.200000000000003,"wide(+25,5cm)",31.9,132.4,"9,8",20.0,49.0,61.0,3.1,Med-large,160.0,190.0,190.0,190.0,korua shapes/bullet train plus/koruashapes-bullettrainplus-2425-top.png,korua shapes/bullet train plus/koruashapes-bullettrainplus-2425-base.png
Cafe racer,koruashapes-snowboard-caferacer,,korua shapes/cafe racer/koruashapes-caferacer-2425-top-base.png|korua shapes/cafe racer/koruashapes-caferacer-2425-detail1.png|korua shapes/cafe racer/koruashapes-caferacer-2425-detail2.png|korua shapes/cafe racer/koruashapes-caferacer-2425-detail3.png|korua shapes/cafe racer/koruashapes-caferacer-2425-detail4.png|korua shapes/cafe racer/koruashapes-caferacer-2425-detail5.png|korua shapes/cafe racer/koruashapes-caferacer-2425-profile1.png|korua shapes/cafe racer/koruashapes-caferacer-2425-profile2.png,"Collection:2024/2025|Collection:2023/2024|Sport:snowboarding|Product:snowboard|Brand:Koruashapes|Board type:snowboard|terrain:powder|Board length(cm):164|Boardwidth:ultra wide(+27,5cm)|Board profile:directional|Camber profile: camber|Base profile:flat base|Taperprofile:tapered|Rider:Uni|Rider level:intermediate|Rider length-max(cm):195+|Riderweight-max(kg):95+|boot length-max(cm):32,6|Bindingsize:Med-large|Bindingmount:4x2|sustainability: sustainable|Sustainability:B-corp|Sustainability:1% for the planet|Featured:home carrousel|Warranty(yr):2",length(cm),164,SN-BRD-Koruashapes-caferacer-164-uni-2425,499.0,Standard,999999,True,,,Korua shapes,2,,,,snowboard,powder,camber,directional,flat base,Uni,tapered,Bindingsize:Med-large,4x2,,Sidewall,Poplar,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,80.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,80.0,All Mountain,True,,,80.0,Resort,True,,,30.0,33.0,27.6,30.2,2.8000000000000007,"ultra wide(+27,5cm)",32.6,123.0,"8,5",35.0,51.0,59.0,3.3,Med-large,160.0,195.0,195.0,195.0,korua shapes/cafe racer/koruashapes-caferacer-2425-top.png,korua shapes/cafe racer/koruashapes-caferacer-2425-base.png
,,,,,,159,SN-BRD-Koruashapes-caferacer-159-uni-2425,499.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,90.0,Difficulty flex rating,True,10,100,Soft,Stiff,80.0,Terrain,True,Powder,True,,,70.0,All Mountain,True,,,70.0,Resort,True,,,60.0,32.2,26.9,29.4,2.8000000000000043,"wide(+25,5cm)",31.9,120.0,"8,2",35.0,51.0,59.0,3.2,Med-large,155.0,190.0,190.0,190.0,korua shapes/cafe racer/koruashapes-caferacer-2425-top.png,korua shapes/cafe racer/koruashapes-caferacer-2425-base.png
,,,,,,156,SN-BRD-Koruashapes-caferacer-156-uni-2425,499.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,80.0,Difficulty flex rating,True,10,100,Soft,Stiff,80.0,Terrain,True,Powder,True,,,70.0,All Mountain,True,,,70.0,Resort,True,,,60.0,31.1,26.0,28.4,2.700000000000003,"wide(+25,5cm)",31.0,116.0,"8,0",35.0,50.0,58.0,3.1,Med-large,155.0,185.0,185.0,185.0,korua shapes/cafe racer/koruashapes-caferacer-2425-top.png,korua shapes/cafe racer/koruashapes-caferacer-2425-base.png
,,,,,,150,SN-BRD-Koruashapes-caferacer-150-uni-2425,499.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,80.0,Difficulty flex rating,True,10,100,Soft,Stiff,80.0,Terrain,True,Powder,True,,,70.0,All Mountain,True,,,70.0,Resort,True,,,60.0,30.2,25.4,27.6,2.599999999999998,standard,30.4,110.0,"7,9",35.0,49.0,57.0,2.7,Sm-med,150.0,175.0,175.0,175.0,korua shapes/cafe racer/koruashapes-caferacer-2425-top.png,korua shapes/cafe racer/koruashapes-caferacer-2425-base.png
,,,,,,144,SN-BRD-Koruashapes-caferacer-144-uni-2425,499.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,80.0,Terrain,True,Powder,True,,,70.0,All Mountain,True,,,70.0,Resort,True,,,60.0,30.1,25.2,27.3,2.8000000000000007,standard,30.2,105.0,"8,0",20.0,49.0,57.0,2.6,Sm-med,140.0,168.0,168.0,168.0,korua shapes/cafe racer/koruashapes-caferacer-2425-top.png,korua shapes/cafe racer/koruashapes-caferacer-2425-base.png
Cafe racer plus,koruashapes-snowboard-caferacerplus,,korua shapes/cafe racer plus/koruashapes-caferacerplus-2425-top-base.png|korua shapes/cafe racer plus/koruashapes-caferacerplus-2425-detail1.png|korua shapes/cafe racer plus/koruashapes-caferacerplus-2425-detail2.png|korua shapes/cafe racer plus/koruashapes-caferacerplus-2425-detail3.png|korua shapes/cafe racer plus/koruashapes-caferacerplus-2425-detail4.png|korua shapes/cafe racer plus/koruashapes-caferacerplus-2425-detail5.png|korua shapes/cafe racer plus/koruashapes-caferacerplus-2425-profile1.png|korua shapes/cafe racer plus/koruashapes-caferacerplus-2425-profile2.png,"Collection:2024/2025|Sport:snowboarding|Product:snowboard|Brand:Koruashapes|Board type:snowboard|terrain:all mountain|Board length(cm):159|Boardwidth:wide(+25,5cm)|Board profile:directional|Camber profile: camber|Base profile:flat base|Taperprofile:tapered|Rider:Uni|Rider level:expert|Rider length-max(cm):190|Riderweight-max(kg):85|boot length-max(cm):31,9|Bindingsize:Med-large|Bindingmount:4x2|sustainability: sustainable|Sustainability:B-corp|Sustainability:1% for the planet|Warranty(yr):2",length(cm),159,SN-BRD-Koruashapes-caferacerplus-159-uni-2425,749.0,Standard,999999,True,,,Korua shapes,2,,,,snowboard,all mountain,camber,directional,flat base,Uni,tapered,Bindingsize:Med-large,4x2,,Sidewall,Paulownia,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,90.0,Difficulty flex rating,True,10,100,Soft,Stiff,90.0,Terrain,True,Powder,True,,,70.0,All Mountain,True,,,70.0,Resort,True,,,60.0,32.2,26.9,29.4,2.8000000000000043,"wide(+25,5cm)",31.9,120.0,"8,2",35.0,51.0,59.0,3.2,Med-large,155.0,190.0,190.0,190.0,korua shapes/cafe racer plus/koruashapes-caferacerplus-2425-top.png,korua shapes/cafe racer plus/koruashapes-caferacerplus-2425-base.png
Dart,koruashapes-snowboard-dart,,korua shapes/dart/koruashapes-dart-2425-top-base.png|korua shapes/dart/koruashapes-dart-2425-detail1.png|korua shapes/dart/koruashapes-dart-2425-detail2.png|korua shapes/dart/koruashapes-dart-2425-detail3.png|korua shapes/dart/koruashapes-dart-2425-detail4.png|korua shapes/dart/koruashapes-dart-2425-detail5.png|korua shapes/dart/koruashapes-dart-2425-profile1.png|korua shapes/dart/koruashapes-dart-2425-profile2.png,"Collection:2024/2025|Sport:snowboarding|Product:snowboard|Brand:Koruashapes|Board type:snowboard|terrain:powder|Board length(cm):164|Boardwidth:ultra wide(+27,5cm)|Board profile:directional|Camber profile: camber rocker|Base profile:flat base|Taperprofile:tapered|Rider:Uni|Rider level:intermediate|Rider length-max(cm):195+|Riderweight-max(kg):95|boot length-max(cm):33|Bindingsize:Med-large|Bindingmount:4x2|sustainability: sustainable|Sustainability:B-corp|Sustainability:1% for the planet|Featured:home slider|Warranty(yr):2",length(cm),164,SN-BRD-Koruashapes-dart-164-uni-2425,499.0,Standard,999999,True,,,Korua shapes,2,,,,snowboard,powder,camber rocker,directional,flat base,Uni,tapered,Bindingsize:Med-large,4x2,,Sidewall,Poplar,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,80.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,70.0,Resort,True,,,10.0,33.6,28.0,30.8,2.8000000000000007,"ultra wide(+27,5cm)",33.0,127.0,"8,4",40.0,49.0,57.0,3.2,Med-large,160.0,195.0,195.0,195.0,korua shapes/dart/koruashapes-dart-2425-top.png,korua shapes/dart/koruashapes-dart-2425-base.png
,,,,,,160,SN-BRD-Koruashapes-dart-160-uni-2425,499.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,70.0,Resort,True,,,10.0,32.8,27.4,30.0,2.799999999999997,"wide(+25,5cm)",32.4,123.0,"8,3",40.0,49.0,57.0,3.0,Med-large,160.0,195.0,195.0,195.0,korua shapes/dart/koruashapes-dart-2425-top.png,korua shapes/dart/koruashapes-dart-2425-base.png
,,,,,,156,SN-BRD-Koruashapes-dart-156-uni-2425,499.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,70.0,Resort,True,,,10.0,32.2,26.9,29.4,2.8000000000000043,"wide(+25,5cm)",31.9,120.0,"8,2",40.0,49.0,57.0,2.9,Med-large,155.0,185.0,185.0,185.0,korua shapes/dart/koruashapes-dart-2425-top.png,korua shapes/dart/koruashapes-dart-2425-base.png
,,,,,,152,SN-BRD-Koruashapes-dart-152-uni-2425,499.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,70.0,Resort,True,,,10.0,31.1,26.0,28.4,2.700000000000003,"wide(+25,5cm)",31.0,116.0,"8,1",40.0,48.0,56.0,2.7,Med-large,150.0,178.0,178.0,178.0,korua shapes/dart/koruashapes-dart-2425-top.png,korua shapes/dart/koruashapes-dart-2425-base.png
,,,,,,147,SN-BRD-Koruashapes-dart-147-uni-2425,499.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,70.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,70.0,Resort,True,,,10.0,30.2,25.2,27.6,2.599999999999998,standard,30.2,110.0,"8,0",40.0,47.0,55.0,2.6,Sm-med,145.0,172.0,172.0,172.0,korua shapes/dart/koruashapes-dart-2425-top.png,korua shapes/dart/koruashapes-dart-2425-base.png
Dart Plus,koruashapes-snowboard-dartplus,,korua shapes/dart plus/koruashapes-dartplus-2425-top-base.png|korua shapes/dart plus/koruashapes-dartplus-2425-detail1.png|korua shapes/dart plus/koruashapes-dartplus-2425-detail2.png|korua shapes/dart plus/koruashapes-dartplus-2425-detail3.png|korua shapes/dart plus/koruashapes-dartplus-2425-detail4.png|korua shapes/dart plus/koruashapes-dartplus-2425-detail5.png|korua shapes/dart plus/koruashapes-dartplus-2425-profile1.png|korua shapes/dart plus/koruashapes-dartplus-2425-profile2.png,"Collection:2024/2025|Collection:2023/2024|Sport:snowboarding|Product:snowboard|Brand:Koruashapes|Board type:snowboard|terrain:powder|Board length(cm):164|Boardwidth:ultra wide(+27,5cm)|Board profile:directional|Camber profile: camber rocker|Base profile:flat base|Taperprofile:tapered|Rider:Uni|Rider level:expert|Rider length-max(cm):195+|Riderweight-max(kg):95|boot length-max(cm):33|Bindingsize:Med-large|Bindingmount:4x2|sustainability: sustainable|Sustainability:B-corp|Sustainability:1% for the planet|Featured:home carrousel|Warranty(yr):2",length(cm),164,SN-BRD-Koruashapes-dartplus-164-uni-2425,749.0,Standard,999999,True,,,Korua shapes,2,,,,snowboard,powder,camber rocker,directional,flat base,Uni,tapered,Bindingsize:Med-large,4x2,,Sidewall,Paulownia,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,True,Powder,True,,,100.0,All Mountain,True,,,70.0,Resort,True,,,10.0,33.6,28.0,30.8,2.8000000000000007,"ultra wide(+27,5cm)",33.0,127.0,"8,4",40.0,49.0,57.0,3.2,Med-large,160.0,195.0,195.0,195.0,korua shapes/dart plus/koruashapes-dartplus-2425-top.png,korua shapes/dart plus/koruashapes-dartplus-2425-base.png
,,,,,,156,SN-BRD-Koruashapes-dartplus-156-uni-2425,749.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,60.0,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,True,Powder,True,,,90.0,All Mountain,True,,,10.0,Resort,True,,,10.0,32.2,26.9,29.4,2.8000000000000043,"wide(+25,5cm)",31.9,120.0,"8,2",40.0,49.0,57.0,2.9,Med-large,155.0,185.0,185.0,185.0,korua shapes/dart plus/koruashapes-dartplus-2425-top.png,korua shapes/dart plus/koruashapes-dartplus-2425-base.png
Otto,koruashapes-snowboard-otto,,korua shapes/otto/koruashapes-otto-2425-top-base.png|korua shapes/otto/koruashapes-otto-2425-detail1.png|korua shapes/otto/koruashapes-otto-2425-detail2.png|korua shapes/otto/koruashapes-otto-2425-detail3.png|korua shapes/otto/koruashapes-otto-2425-detail4.png|korua shapes/otto/koruashapes-otto-2425-detail5.png|korua shapes/otto/koruashapes-otto-2425-profile1.png|korua shapes/otto/koruashapes-otto-2425-profile2.png,"Collection:2024/2025|Sport:snowboarding|Product:snowboard|Brand:Koruashapes|Board type:snowboard|terrain:all mountain|Board length(cm):161|Boardwidth:wide(+25,5cm)|Board profile:directional|Camber profile: camber rocker|Base profile:flat base|Taperprofile:non-tapered|Rider:Uni|Rider level:intermediate|Rider length-max(cm):195+|Riderweight-max(kg):95+|boot length-max(cm):31,8|Bindingsize:Med-large|Bindingmount:4x2|sustainability: sustainable|Sustainability:B-corp|Sustainability:1% for the planet|Warranty(yr):2",length(cm),161,SN-BRD-Koruashapes-otto-161-uni-2425,449.0,Standard,999999,True,,,Korua shapes,2,,,,snowboard,all mountain,camber rocker,directional,flat base,Uni,non-tapered,Bindingsize:Med-large,4x2,,Sidewall,Poplar,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,80.0,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,True,Powder,True,,,50.0,All Mountain,True,,,80.0,Resort,True,,,80.0,30.9,26.8,30.9,0.0,"wide(+25,5cm)",31.8,121.0,"8,3",10.0,52.0,60.0,3.2,Med-large,160.0,195.0,195.0,195.0,korua shapes/otto/koruashapes-otto-2425-top.png,korua shapes/otto/koruashapes-otto-2425-base.png
,,,,,,157,SN-BRD-Koruashapes-otto-157-uni-2425,449.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,True,Powder,True,,,50.0,All Mountain,True,,,80.0,Resort,True,,,80.0,29.8,26.0,29.8,0.0,"wide(+25,5cm)",31.0,117.0,"8,2",10.0,52.0,60.0,3.0,Med-large,155.0,188.0,188.0,188.0,korua shapes/otto/koruashapes-otto-2425-top.png,korua shapes/otto/koruashapes-otto-2425-base.png
,,,,,,153,SN-BRD-Koruashapes-otto-153-uni-2425,449.0,Standard,999999,True,,,,,,,,,,,,,,,,,,,,,,,,Description,True,,,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Difficulty flex rating,True,10,100,Soft,Stiff,60.0,Terrain,True,Powder,True,,,50.0,All Mountain,True,,,80.0,Resort,True,,,80.0,29.1,25.5,29.1,0.0,standard,30.5,112.0,"8,1",10.0,51.0,59.0,2.8,Med-large,150.0,180.0,180.0,180.0,korua shapes/otto/koruashapes-otto-2425-top.png,korua shapes/otto/koruashapes-otto-2425-base.png
